1900.00  -0.0072166   0.0476681
1900.05  -0.0072558   0.0478729
1900.10  -0.0072959   0.0480781
1900.15  -0.0073370   0.0482835
1900.20  -0.0073791   0.0484893
1900.25  -0.0074222   0.0486954
1900.30  -0.0074663   0.0489018
1900.35  -0.0075113   0.0491084
1900.40  -0.0075574   0.0493153
1900.45  -0.0076045   0.0495224
1900.50  -0.0076526   0.0497298
1900.55  -0.0077018   0.0499374
1900.60  -0.0077519   0.0501452
1900.65  -0.0078031   0.0503533
1900.70  -0.0078554   0.0505615
1900.75  -0.0079087   0.0507699
1900.80  -0.0079630   0.0509786
1900.85  -0.0080184   0.0511873
1900.90  -0.0080749   0.0513963
1900.95  -0.0081324   0.0516053
1901.00  -0.0081910   0.0518146
1901.05  -0.0082507   0.0520239
1901.10  -0.0083114   0.0522334
1901.15  -0.0083732   0.0524429
1901.20  -0.0084361   0.0526526
1901.25  -0.0085001   0.0528624
1901.30  -0.0085652   0.0530722
1901.35  -0.0086313   0.0532821
1901.40  -0.0086985   0.0534921
1901.45  -0.0087668   0.0537021
1901.50  -0.0088362   0.0539122
1901.55  -0.0089067   0.0541222
1901.60  -0.0089783   0.0543324
1901.65  -0.0090510   0.0545425
1901.70  -0.0091247   0.0547526
1901.75  -0.0091995   0.0549628
1901.80  -0.0092754   0.0551729
1901.85  -0.0093524   0.0553830
1901.90  -0.0094305   0.0555931
1901.95  -0.0095096   0.0558032
1902.00  -0.0095898   0.0560132
1902.05  -0.0096710   0.0562232
1902.10  -0.0097533   0.0564332
1902.15  -0.0098367   0.0566431
1902.20  -0.0099211   0.0568529
1902.25  -0.0100065   0.0570627
1902.30  -0.0100930   0.0572724
1902.35  -0.0101805   0.0574820
1902.40  -0.0102691   0.0576916
1902.45  -0.0103586   0.0579011
1902.50  -0.0104491   0.0581105
1902.55  -0.0105406   0.0583198
1902.60  -0.0106331   0.0585290
1902.65  -0.0107266   0.0587381
1902.70  -0.0108210   0.0589472
1902.75  -0.0109164   0.0591561
1902.80  -0.0110127   0.0593650
1902.85  -0.0111100   0.0595737
1902.90  -0.0112081   0.0597824
1902.95  -0.0113071   0.0599910
1903.00  -0.0114070   0.0601995
1903.05  -0.0115078   0.0604079
1903.10  -0.0116094   0.0606162
1903.15  -0.0117119   0.0608244
1903.20  -0.0118151   0.0610325
1903.25  -0.0119192   0.0612406
1903.30  -0.0120240   0.0614486
1903.35  -0.0121296   0.0616565
1903.40  -0.0122359   0.0618644
1903.45  -0.0123430   0.0620722
1903.50  -0.0124507   0.0622799
1903.55  -0.0125591   0.0624876
1903.60  -0.0126682   0.0626953
1903.65  -0.0127779   0.0629029
1903.70  -0.0128882   0.0631105
1903.75  -0.0129991   0.0633181
1903.80  -0.0131105   0.0635257
1903.85  -0.0132225   0.0637333
1903.90  -0.0133349   0.0639410
1903.95  -0.0134479   0.0641486
1904.00  -0.0135613   0.0643563
1904.05  -0.0136751   0.0645640
1904.10  -0.0137894   0.0647718
1904.15  -0.0139039   0.0649797
1904.20  -0.0140189   0.0651877
1904.25  -0.0141341   0.0653958
1904.30  -0.0142496   0.0656040
1904.35  -0.0143654   0.0658123
1904.40  -0.0144814   0.0660208
1904.45  -0.0145976   0.0662294
1904.50  -0.0147139   0.0664383
1904.55  -0.0148303   0.0666473
1904.60  -0.0149469   0.0668565
1904.65  -0.0150635   0.0670660
1904.70  -0.0151801   0.0672757
1904.75  -0.0152966   0.0674857
1904.80  -0.0154132   0.0676959
1904.85  -0.0155296   0.0679065
1904.90  -0.0156459   0.0681174
1904.95  -0.0157621   0.0683286
1905.00  -0.0158781   0.0685402
1905.05  -0.0159938   0.0687521
1905.10  -0.0161093   0.0689645
1905.15  -0.0162245   0.0691772
1905.20  -0.0163393   0.0693904
1905.25  -0.0164538   0.0696041
1905.30  -0.0165678   0.0698182
1905.35  -0.0166814   0.0700329
1905.40  -0.0167945   0.0702480
1905.45  -0.0169071   0.0704637
1905.50  -0.0170191   0.0706799
1905.55  -0.0171304   0.0708967
1905.60  -0.0172412   0.0711141
1905.65  -0.0173513   0.0713321
1905.70  -0.0174606   0.0715507
1905.75  -0.0175692   0.0717700
1905.80  -0.0176770   0.0719900
1905.85  -0.0177839   0.0722106
1905.90  -0.0178900   0.0724319
1905.95  -0.0179951   0.0726540
1906.00  -0.0180994   0.0728768
1906.05  -0.0182026   0.0731003
1906.10  -0.0183048   0.0733246
1906.15  -0.0184059   0.0735497
1906.20  -0.0185060   0.0737756
1906.25  -0.0186049   0.0740023
1906.30  -0.0187026   0.0742298
1906.35  -0.0187992   0.0744582
1906.40  -0.0188944   0.0746874
1906.45  -0.0189885   0.0749175
1906.50  -0.0190812   0.0751484
1906.55  -0.0191725   0.0753803
1906.60  -0.0192625   0.0756130
1906.65  -0.0193511   0.0758466
1906.70  -0.0194382   0.0760811
1906.75  -0.0195239   0.0763165
1906.80  -0.0196080   0.0765528
1906.85  -0.0196906   0.0767901
1906.90  -0.0197717   0.0770283
1906.95  -0.0198511   0.0772674
1907.00  -0.0199289   0.0775074
1907.05  -0.0200051   0.0777483
1907.10  -0.0200795   0.0779901
1907.15  -0.0201523   0.0782329
1907.20  -0.0202233   0.0784766
1907.25  -0.0202926   0.0787212
1907.30  -0.0203600   0.0789666
1907.35  -0.0204257   0.0792130
1907.40  -0.0204895   0.0794602
1907.45  -0.0205515   0.0797083
1907.50  -0.0206116   0.0799573
1907.55  -0.0206698   0.0802071
1907.60  -0.0207261   0.0804577
1907.65  -0.0207805   0.0807091
1907.70  -0.0208329   0.0809613
1907.75  -0.0208833   0.0812143
1907.80  -0.0209317   0.0814681
1907.85  -0.0209781   0.0817225
1907.90  -0.0210226   0.0819777
1907.95  -0.0210649   0.0822335
1908.00  -0.0211053   0.0824900
1908.05  -0.0211436   0.0827471
1908.10  -0.0211798   0.0830048
1908.15  -0.0212139   0.0832630
1908.20  -0.0212460   0.0835218
1908.25  -0.0212759   0.0837810
1908.30  -0.0213038   0.0840408
1908.35  -0.0213296   0.0843009
1908.40  -0.0213532   0.0845614
1908.45  -0.0213747   0.0848222
1908.50  -0.0213941   0.0850833
1908.55  -0.0214114   0.0853447
1908.60  -0.0214266   0.0856063
1908.65  -0.0214396   0.0858681
1908.70  -0.0214506   0.0861299
1908.75  -0.0214594   0.0863918
1908.80  -0.0214660   0.0866538
1908.85  -0.0214706   0.0869157
1908.90  -0.0214730   0.0871775
1908.95  -0.0214733   0.0874392
1909.00  -0.0214716   0.0877007
1909.05  -0.0214677   0.0879619
1909.10  -0.0214617   0.0882229
1909.15  -0.0214537   0.0884834
1909.20  -0.0214435   0.0887436
1909.25  -0.0214313   0.0890033
1909.30  -0.0214171   0.0892624
1909.35  -0.0214008   0.0895209
1909.40  -0.0213824   0.0897788
1909.45  -0.0213620   0.0900360
1909.50  -0.0213396   0.0902923
1909.55  -0.0213153   0.0905479
1909.60  -0.0212889   0.0908025
1909.65  -0.0212605   0.0910561
1909.70  -0.0212302   0.0913087
1909.75  -0.0211980   0.0915602
1909.80  -0.0211638   0.0918105
1909.85  -0.0211277   0.0920596
1909.90  -0.0210897   0.0923074
1909.95  -0.0210499   0.0925538
1910.00  -0.0210082   0.0927988
1910.05  -0.0209646   0.0930423
1910.10  -0.0209192   0.0932842
1910.15  -0.0208721   0.0935245
1910.20  -0.0208231   0.0937631
1910.25  -0.0207724   0.0939999
1910.30  -0.0207199   0.0942349
1910.35  -0.0206657   0.0944681
1910.40  -0.0206098   0.0946992
1910.45  -0.0205522   0.0949284
